1, 0
10000000, 0
20000000, 0.01
30000000, 0.01
40000000, 0
50000000, 0.01
60000000, 0.01
70000000, 0.01
80000000, 0.01
90000000, 0.01
100000000, 0.02
110000000, 0.01
120000000, 0.02
130000000, 0.02
140000000, 0.02
150000000, 0.02
160000000, 0.02
170000000, 0.02
180000000, 0.03
190000000, 0.02
200000000, 0.03
210000000, 0.03
220000000, 0.03
230000000, 0.03
240000000, 0.04
250000000, 0.03
260000000, 0.04
270000000, 0.04
280000000, 0.03
290000000, 0.04
300000000, 0.05
310000000, 0.04
320000000, 0.04
330000000, 0.05
340000000, 0.05
350000000, 0.04
360000000, 0.05
370000000, 0.06
380000000, 0.05
390000000, 0.05
400000000, 0.06
410000000, 0.06
420000000, 0.05
430000000, 0.06
440000000, 0.06
450000000, 0.07
460000000, 0.06
470000000, 0.07
480000000, 0.06
490000000, 0.07
